,Course,Course Title,School,School Code,Department Name,Course Subject,Course Number,Average GPA,Total Grades,Level,Weeder,weeded%,Easy A,A%
1068,LATIN 101,Elementary Latin,"Literature, Science & the Arts",LSA,Classical Studies Department,LATIN,101,3.2513274336283184,113,100.0,True,11.504424778761061,False,51.32743362831859
1069,LATIN 102,First Year Seminar in Latina/o Studies,"Literature, Science & the Arts",LSA,Classical Studies Department,LATIN,102,3.358139534883721,86,100.0,False,3.488372093023256,False,54.65116279069767
1070,LATIN 231,Roman Kings and Emperors,"Literature, Science & the Arts",LSA,Classical Studies Department,LATIN,231,3.1422222222222222,135,200.0,True,10.37037037037037,False,43.7037037037037
1071,LATIN 232,"Vergil, Aeneid","Literature, Science & the Arts",LSA,Classical Studies Department,LATIN,232,3.5486111111111107,72,200.0,False,1.3888888888888888,False,68.05555555555556
1072,LHSP 125,College Writing,"Literature, Science & the Arts",LSA,Lloyd Hall Scholars Program,LHSP,125,3.80251256281407,199,100.0,False,0.5025125628140703,False,86.4321608040201
1073,LHSP 140,Arts and Humanities,"Literature, Science & the Arts",LSA,Lloyd Hall Scholars Program,LHSP,140,3.8986666666666663,75,100.0,False,0.0,True,94.66666666666667
1074,LHSP 230,Writing and Arts II,"Literature, Science & the Arts",LSA,Lloyd Hall Scholars Program,LHSP,230,3.819672131147541,183,200.0,False,0.0,False,85.79234972677595
1075,LING 102,First Year Seminar (Humanities),"Literature, Science & the Arts",LSA,Department of Linguistics,LING,102,3.8342105263157893,114,100.0,False,0.8771929824561403,False,88.59649122807018
1076,LING 106,Start Talking: Introduction to First Language Acquisition,"Literature, Science & the Arts",LSA,Department of Linguistics,LING,106,3.7161290322580647,31,100.0,False,0.0,False,80.64516129032258
1077,LING 111,Introduction to Language,"Literature, Science & the Arts",LSA,Department of Linguistics,LING,111,3.6357012750455375,1098,100.0,False,2.914389799635701,False,76.59380692167578
1078,LING 114,A World of Words,"Literature, Science & the Arts",LSA,Department of Linguistics,LING,114,3.8000000000000007,69,100.0,False,0.0,False,84.05797101449275
1079,LING 115,Language in a Multicultural World,"Literature, Science & the Arts",LSA,Department of Linguistics,LING,115,3.8718446601941747,103,100.0,False,0.9708737864077669,False,95.14563106796116
1080,LING 209,Language and Human Mind,"Literature, Science & the Arts",LSA,Department of Linguistics,LING,209,3.554074074074074,135,200.0,False,2.9629629629629632,False,65.18518518518519
1081,LING 210,Introduction to Linguistic Analysis,"Literature, Science & the Arts",LSA,Department of Linguistics,LING,210,3.6283018867924532,106,200.0,False,2.8301886792452833,False,75.47169811320755
1082,LING 272,Language in Society,"Literature, Science & the Arts",LSA,Department of Linguistics,LING,272,3.827777777777778,36,200.0,False,0.0,False,86.11111111111111
1083,LING 313,Lang and History,"Literature, Science & the Arts",LSA,Department of Linguistics,LING,313,3.3302158273381295,139,300.0,False,5.755395683453238,False,53.956834532374096
1084,LING 315,Introduction to Syntax,"Literature, Science & the Arts",LSA,Department of Linguistics,LING,315,3.286324786324786,117,300.0,False,6.837606837606838,False,55.55555555555556
1085,LING 316,Discourse in the Academic Disciplines,"Literature, Science & the Arts",LSA,Department of Linguistics,LING,316,3.573426573426573,143,300.0,False,2.097902097902098,False,66.43356643356644
1086,LING 317,Language and History,"Literature, Science & the Arts",LSA,Department of Linguistics,LING,317,3.6544117647058822,68,300.0,False,2.941176470588235,False,73.52941176470588
1087,LING 370,Language and Discrimination: Language as Social Statement,"Literature, Science & the Arts",LSA,Department of Linguistics,LING,370,3.796575342465753,146,300.0,False,1.36986301369863,False,87.67123287671232
1088,MATH 105,"Data, Functions, and Graphs","Literature, Science & the Arts",LSA,Mathematics Department,MATH,105,2.617357512953368,1158,100.0,True,16.580310880829018,False,17.184801381692573
1089,MATH 110,Pre-Calc:Self Study,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,110,2.6887096774193546,62,100.0,True,16.129032258064516,False,16.129032258064516
1090,MATH 115,Calculus I,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,115,2.7408001711596057,4674,100.0,True,12.130937098844672,False,17.394094993581515
1091,MATH 116,Calculus II,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,116,2.786877323420074,2690,100.0,True,11.486988847583643,False,21.2639405204461
1092,MATH 156,Applied Honors Calculus II,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,156,3.533823529411765,136,100.0,False,0.0,False,62.5
1093,MATH 175,An Introduction to Cryptology,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,175,3.7352112676056337,71,100.0,False,0.0,False,80.28169014084507
1094,MATH 185,Honors Calculus I,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,185,3.2609756097560973,82,100.0,False,2.4390243902439024,False,43.90243902439025
1095,MATH 214,Applied Linear Algebra,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,214,3.0422850412249707,849,200.0,False,3.53356890459364,False,32.27326266195524
1096,MATH 215,Calculus III,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,215,2.930820610687023,3144,200.0,True,8.778625954198473,False,28.148854961832058
1097,MATH 216,Introduction to Differential Equations,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,216,3.0175495349777597,2473,200.0,True,8.491710473109583,False,33.36029114435908
1098,MATH 217,Linear Algebra,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,217,3.0312849162011175,716,200.0,True,9.35754189944134,False,38.8268156424581
1099,MATH 285,Honors Calculus III,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,285,3.345864661654135,133,200.0,False,0.7518796992481203,False,43.609022556390975
1100,MATH 295,Honors Analysis I,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,295,3.9318181818181817,44,200.0,False,0.0,True,100.0
1101,MATH 296,Honors Mathematics II,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,296,3.565714285714286,70,200.0,False,1.4285714285714286,False,72.85714285714285
1102,MATH 316,Differential Equations,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,316,3.0375838926174494,149,300.0,False,7.38255033557047,False,28.859060402684566
1103,MATH 371,Numerical Methods for Engineers and Scientists,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,371,3.235555555555556,135,300.0,False,2.9629629629629632,False,41.48148148148148
1104,MATH 385,Mathematics for Elementary School Teachers,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,385,3.51,30,300.0,False,0.0,False,53.333333333333336
1105,MATH 395,Honors Analysis I,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,395,3.8515625,64,300.0,False,0.0,False,87.5
1106,MATH 412,Introduction to Modern Algebra,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,412,3.3010582010582015,189,400.0,False,4.761904761904762,False,50.79365079365079
1107,MATH 417,Matrix Algebra I,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,417,3.23728813559322,295,400.0,False,6.779661016949152,False,48.8135593220339
1108,MATH 419,Linear Spaces and Matrix Theory,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,419,3.331443298969072,194,400.0,False,4.639175257731959,False,47.93814432989691
1109,MATH 423,Mathematics of Finance,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,423,3.2957186544342503,327,400.0,False,6.727828746177369,False,50.764525993883794
1110,MATH 424,Compound Interest and Life Insurance,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,424,2.7081818181818185,110,400.0,False,24.545454545454547,False,29.09090909090909
1111,MATH 425,Introduction to Probability,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,425,3.144488188976378,762,400.0,False,7.742782152230972,False,43.963254593175854
1112,MATH 451,Advanced Calculus I,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,451,3.376435045317221,331,400.0,False,2.719033232628399,False,53.776435045317214
1113,MATH 454,Boundary Value Problems for Partial Differential Equations,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,454,3.565,140,400.0,False,2.142857142857143,False,67.85714285714286
1114,MATH 463,Mathematical Modeling in Biology,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,463,3.5142857142857147,35,400.0,False,2.857142857142857,False,57.14285714285714
1115,MATH 465,Introduction to Combinatorics,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,465,3.0893805309734512,113,400.0,False,6.1946902654867255,False,38.05309734513274
1116,MATH 471,Introduction to Numerical Methods,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,471,3.5494623655913973,186,400.0,False,1.6129032258064515,False,62.365591397849464
1117,MATH 472,Numerical Methods with Financial Applications,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,472,3.5082568807339447,109,400.0,False,2.7522935779816518,False,66.97247706422019
1118,MATH 489,Mathematics for Elementary and Middle School Teachers,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,489,3.4374999999999996,32,400.0,False,0.0,False,50.0
1119,MATH 493,Honors Algebra I,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,493,3.3812499999999996,32,400.0,False,6.25,False,59.375
1120,MATH 520,Life Contingencies I,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,520,2.8056818181818186,88,500.0,False,14.772727272727273,False,27.27272727272727
1121,MATH 521,Life Contingencies II,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,521,2.967777777777777,90,500.0,False,11.11111111111111,False,32.22222222222222
1122,MATH 523,Loss Models I,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,523,2.776530612244898,98,500.0,False,20.408163265306122,False,32.6530612244898
1123,MATH 525,Probability Theory,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,525,3.0740585774058578,239,500.0,False,12.97071129707113,False,44.76987447698745
1124,MATH 526,Discrete State Stochastic Processes,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,526,3.1293023255813956,215,500.0,False,10.69767441860465,False,41.3953488372093
1125,MATH 571,Numerical Linear Algebra,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,571,3.5970588235294123,34,500.0,False,0.0,False,58.82352941176471
1126,MATH 573,Financial Mathematics I,"Literature, Science & the Arts",LSA,Mathematics Department,MATH,573,3.26969696969697,33,500.0,False,3.0303030303030303,False,42.42424242424242
1127,MATSCIE 220,Introduction to Materials and Manufactureing,Engineering,ENG,Materials Science & Engineering,MATSCIE,220,3.2484210526315795,665,200.0,False,4.8120300751879705,False,45.26315789473684
1128,MATSCIE 242,Physics of Matls,Engineering,ENG,Materials Science & Engineering,MATSCIE,242,3.639130434782609,92,200.0,False,0.0,False,67.3913043478261
1129,MATSCIE 250,Principles of Engineering Materials,Engineering,ENG,Materials Science & Engineering,MATSCIE,250,3.0086956521739134,391,200.0,True,9.974424552429667,False,32.48081841432225
1130,MATSCIE 330,Thermodynamics of Materials,Engineering,ENG,Materials Science & Engineering,MATSCIE,330,3.4164383561643836,73,300.0,False,0.0,False,53.42465753424658
1131,MATSCIE 335,Kin&Transport,Engineering,ENG,Materials Science & Engineering,MATSCIE,335,3.3680000000000003,100,300.0,False,3.0,False,49.0
1132,MATSCIE 350,Structures of Materials,Engineering,ENG,Materials Science & Engineering,MATSCIE,350,3.5172413793103448,87,300.0,False,0.0,False,54.02298850574713
1133,MATSCIE 360,Materials Laboratory I,Engineering,ENG,Materials Science & Engineering,MATSCIE,360,3.7186666666666666,75,300.0,False,0.0,False,82.66666666666667
1134,MATSCIE 365,Materials Laboratory II,Engineering,ENG,Materials Science & Engineering,MATSCIE,365,3.6775510204081634,98,300.0,False,0.0,False,76.53061224489795
1135,MATSCIE 412,Polymeric Materials,Engineering,ENG,Materials Science & Engineering,MATSCIE,412,3.5867469879518072,83,400.0,False,0.0,False,69.87951807228916
1136,MATSCIE 420,Mechanical Behavior of Materials,Engineering,ENG,Materials Science & Engineering,MATSCIE,420,3.6690000000000005,100,400.0,False,0.0,False,72.0
1137,MATSCIE 440,Ceramic Materials,Engineering,ENG,Materials Science & Engineering,MATSCIE,440,3.5049382716049386,81,400.0,False,0.0,False,56.79012345679012
1138,MATSCIE 480,Materials and Engineering Design,Engineering,ENG,Materials Science & Engineering,MATSCIE,480,3.6504347826086954,115,400.0,False,0.0,False,66.08695652173913
1139,MATSCIE 489,Materials Processing Design,Engineering,ENG,Materials Science & Engineering,MATSCIE,489,3.544554455445544,101,400.0,False,0.0,False,62.37623762376238
1140,MATSCIE 514,Comp Matrls,Engineering,ENG,Materials Science & Engineering,MATSCIE,514,3.619811320754717,106,500.0,False,0.0,False,60.37735849056604
1141,MATSCIE 532,Advanced Thermodynamics of Materials,Engineering,ENG,Materials Science & Engineering,MATSCIE,532,3.7505494505494505,91,500.0,False,0.0,False,78.02197802197803
1142,MATSCIE 535,"Kin,Ph Trnsfm&Trnsp",Engineering,ENG,Materials Science & Engineering,MATSCIE,535,3.944117647058824,34,500.0,False,0.0,True,97.05882352941177
1143,MATSCIE 550,Fund Mat Sci & Eng,Engineering,ENG,Materials Science & Engineering,MATSCIE,550,3.597297297297297,37,500.0,False,0.0,False,67.56756756756756
1144,MATSCIE 577,Failure Analys,Engineering,ENG,Materials Science & Engineering,MATSCIE,577,3.761111111111111,36,500.0,False,0.0,False,77.77777777777779
1145,MCDB 300,Undergraduate Research,"Literature, Science & the Arts",LSA,"Molecular, Cellular, and Developmental Biology",MCDB,300,3.987926509186351,381,300.0,False,0.0,True,99.73753280839895
1146,MCDB 306,Introductory Genetics Laboratory,"Literature, Science & the Arts",LSA,"Molecular, Cellular, and Developmental Biology",MCDB,306,3.410060975609756,328,300.0,False,3.353658536585366,False,59.45121951219512
1147,MCDB 310,Introductory Biochemistry,"Literature, Science & the Arts",LSA,"Molecular, Cellular, and Developmental Biology",MCDB,310,2.9892502258355913,1107,300.0,False,15.176151761517614,False,41.64408310749774
1148,MCDB 351,Synapses,"Literature, Science & the Arts",LSA,"Molecular, Cellular, and Developmental Biology",MCDB,351,3.4472222222222224,72,300.0,False,2.7777777777777777,False,55.55555555555556
1149,MCDB 352,Neurobiology of Sensory and Motor Systems,"Literature, Science & the Arts",LSA,"Molecular, Cellular, and Developmental Biology",MCDB,352,3.152160493827161,324,300.0,False,6.172839506172839,False,37.34567901234568
1150,MCDB 400,Advanced Research,"Literature, Science & the Arts",LSA,"Molecular, Cellular, and Developmental Biology",MCDB,400,3.980625,320,400.0,False,0.0,True,98.4375
1151,MCDB 401,Advanced Topics in Biology,"Literature, Science & the Arts",LSA,"Molecular, Cellular, and Developmental Biology",MCDB,401,3.677777777777777,45,400.0,False,2.2222222222222223,False,75.55555555555556
1152,MCDB 405,Molecular Basis of Development,"Literature, Science & the Arts",LSA,"Molecular, Cellular, and Developmental Biology",MCDB,405,3.484375,32,400.0,False,0.0,False,56.25
1153,MCDB 421,Topics in Cellular and Molecular Neurobiology,"Literature, Science & the Arts",LSA,"Molecular, Cellular, and Developmental Biology",MCDB,421,3.786363636363636,44,400.0,False,0.0,False,84.0909090909091
1154,MCDB 422,"Brain Development, Plasticity, and Circuits","Literature, Science & the Arts",LSA,"Molecular, Cellular, and Developmental Biology",MCDB,422,3.418631178707225,263,400.0,False,3.041825095057034,False,58.55513307984791
1155,MCDB 423,Introduction to Research in Cellular and Molecular Neurobiology,"Literature, Science & the Arts",LSA,"Molecular, Cellular, and Developmental Biology",MCDB,423,3.9227586206896548,145,400.0,False,0.0,True,95.86206896551724
